uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RO,OUTRAS,OUTRO,"90 - 99",M,2
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
RO,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
RO,OUTRAS,VIA_PUBLICA,"90 - 99",M,3
RO,COVID,DOMICILIO,"90 - 99",F,4
RO,COVID,DOMICILIO,"90 - 99",M,2
RO,COVID,HOSPITAL,"90 - 99",F,31
RO,COVID,HOSPITAL,"90 - 99",M,39
RO,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
RO,INDETERMINADA,DOMICILIO,"90 - 99",F,2
RO,INDETERMINADA,DOMICILIO,"90 - 99",M,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,5
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,8
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,15
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,20
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
RO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
RO,PNEUMONIA,DOMICILIO,"90 - 99",F,10
RO,PNEUMONIA,DOMICILIO,"90 - 99",M,9
RO,PNEUMONIA,HOSPITAL,"90 - 99",F,52
RO,PNEUMONIA,HOSPITAL,"90 - 99",M,41
RO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
RO,SEPTICEMIA,DOMICILIO,"90 - 99",F,5
RO,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
RO,SEPTICEMIA,HOSPITAL,"90 - 99",F,27
RO,SEPTICEMIA,HOSPITAL,"90 - 99",M,25
RO,SRAG,DOMICILIO,"90 - 99",M,1
RR,OUTRAS,DOMICILIO,"90 - 99",F,18
RR,OUTRAS,DOMICILIO,"90 - 99",M,14
RR,OUTRAS,HOSPITAL,"90 - 99",F,22
RR,OUTRAS,HOSPITAL,"90 - 99",M,22
RR,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
RR,COVID,DOMICILIO,"90 - 99",F,1
RR,COVID,DOMICILIO,"90 - 99",M,1
RR,COVID,HOSPITAL,"90 - 99",F,9
RR,COVID,HOSPITAL,"90 - 99",M,21
RR,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
RR,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,3
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,4
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,2
RR,PNEUMONIA,DOMICILIO,"90 - 99",F,3
RR,PNEUMONIA,DOMICILIO,"90 - 99",M,3
RR,PNEUMONIA,HOSPITAL,"90 - 99",F,15
RR,PNEUMONIA,HOSPITAL,"90 - 99",M,13
RR,PNEUMONIA,OUTRO,"90 - 99",F,1
RR,PNEUMONIA,OUTRO,"90 - 99",M,1
RR,SEPTICEMIA,DOMICILIO,"90 - 99",F,1
RR,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
RR,SEPTICEMIA,HOSPITAL,"90 - 99",F,9
RR,SEPTICEMIA,HOSPITAL,"90 - 99",M,5
RR,SRAG,HOSPITAL,"90 - 99",M,1
RS,OUTRAS,DOMICILIO,"90 - 99",F,1482
RS,OUTRAS,DOMICILIO,"90 - 99",I,1
RS,OUTRAS,DOMICILIO,"90 - 99",M,704
RS,OUTRAS,HOSPITAL,"90 - 99",F,1690
RS,OUTRAS,HOSPITAL,"90 - 99",I,2
RS,OUTRAS,HOSPITAL,"90 - 99",M,799
RS,OUTRAS,IGNORADO,"90 - 99",F,112
RS,OUTRAS,IGNORADO,"90 - 99",M,42
RS,OUTRAS,OUTRO,"90 - 99",F,138
RS,OUTRAS,OUTRO,"90 - 99",M,48
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,279
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,107
RS,OUTRAS,VIA_PUBLICA,"90 - 99",F,9
RS,OUTRAS,VIA_PUBLICA,"90 - 99",M,4
RS,COVID,DOMICILIO,"90 - 99",F,28
RS,COVID,DOMICILIO,"90 - 99",M,9
RS,COVID,HOSPITAL,"90 - 99",F,445
RS,COVID,HOSPITAL,"90 - 99",I,1
RS,COVID,HOSPITAL,"90 - 99",M,262
RS,COVID,IGNORADO,"90 - 99",F,15
RS,COVID,IGNORADO,"90 - 99",M,2
RS,COVID,OUTRO,"90 - 99",F,3
RS,COVID,OUTRO,"90 - 99",M,4
RS,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,26
RS,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,12
RS,INDETERMINADA,DOMICILIO,"90 - 99",F,35
RS,INDETERMINADA,DOMICILIO,"90 - 99",M,15
RS,INDETERMINADA,HOSPITAL,"90 - 99",F,13
RS,INDETERMINADA,HOSPITAL,"90 - 99",M,4
RS,INDETERMINADA,OUTRO,"90 - 99",F,2
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,94
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,47
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,348
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",I,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,183
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,4
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,5
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,12
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,4
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,37
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,15
RS,PNEUMONIA,DOMICILIO,"90 - 99",F,137
RS,PNEUMONIA,DOMICILIO,"90 - 99",M,60
RS,PNEUMONIA,HOSPITAL,"90 - 99",F,1168
RS,PNEUMONIA,HOSPITAL,"90 - 99",M,722
RS,PNEUMONIA,IGNORADO,"90 - 99",F,41
RS,PNEUMONIA,IGNORADO,"90 - 99",M,17
RS,PNEUMONIA,OUTRO,"90 - 99",F,9
RS,PNEUMONIA,OUTRO,"90 - 99",M,9
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,57
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,28
RS,SEPTICEMIA,DOMICILIO,"90 - 99",F,56
RS,SEPTICEMIA,DOMICILIO,"90 - 99",M,16
RS,SEPTICEMIA,HOSPITAL,"90 - 99",F,828
RS,SEPTICEMIA,HOSPITAL,"90 - 99",M,353
RS,SEPTICEMIA,IGNORADO,"90 - 99",F,27
RS,SEPTICEMIA,IGNORADO,"90 - 99",I,1
RS,SEPTICEMIA,IGNORADO,"90 - 99",M,11
RS,SEPTICEMIA,OUTRO,"90 - 99",F,10
RS,SEPTICEMIA,OUTRO,"90 - 99",M,3
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,48
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,11
RS,SEPTICEMIA,VIA_PUBLICA,"90 - 99",M,1
RS,SRAG,HOSPITAL,"90 - 99",F,18
RS,SRAG,HOSPITAL,"90 - 99",M,9
RS,SRAG,IGNORADO,"90 - 99",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
SC,OUTRAS,DOMICILIO,"90 - 99",F,695
SC,OUTRAS,DOMICILIO,"90 - 99",M,364
SC,OUTRAS,HOSPITAL,"90 - 99",F,729
SC,OUTRAS,HOSPITAL,"90 - 99",M,385
SC,OUTRAS,IGNORADO,"90 - 99",F,2
SC,OUTRAS,OUTRO,"90 - 99",F,49
SC,OUTRAS,OUTRO,"90 - 99",M,26
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,61
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,27
SC,OUTRAS,VIA_PUBLICA,"90 - 99",F,5
SC,OUTRAS,VIA_PUBLICA,"90 - 99",M,2
SC,COVID,DOMICILIO,"90 - 99",F,13
SC,COVID,DOMICILIO,"90 - 99",M,8
SC,COVID,HOSPITAL,"90 - 99",F,222
SC,COVID,HOSPITAL,"90 - 99",M,157
SC,COVID,OUTRO,"90 - 99",F,4
SC,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,9
SC,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
SC,INDETERMINADA,DOMICILIO,"90 - 99",F,11
SC,INDETERMINADA,DOMICILIO,"90 - 99",M,9
SC,INDETERMINADA,HOSPITAL,"90 - 99",F,7
SC,INDETERMINADA,HOSPITAL,"90 - 99",M,1
SC,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,50
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,31
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,159
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,69
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,4
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
SC,PNEUMONIA,DOMICILIO,"90 - 99",F,64
SC,PNEUMONIA,DOMICILIO,"90 - 99",M,46
SC,PNEUMONIA,HOSPITAL,"90 - 99",F,464
SC,PNEUMONIA,HOSPITAL,"90 - 99",M,322
SC,PNEUMONIA,IGNORADO,"90 - 99",F,1
SC,PNEUMONIA,OUTRO,"90 - 99",F,6
SC,PNEUMONIA,OUTRO,"90 - 99",M,1
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
SC,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,1
SC,SEPTICEMIA,DOMICILIO,"90 - 99",F,11
SC,SEPTICEMIA,DOMICILIO,"90 - 99",M,11
SC,SEPTICEMIA,HOSPITAL,"90 - 99",F,305
SC,SEPTICEMIA,HOSPITAL,"90 - 99",M,151
SC,SEPTICEMIA,OUTRO,"90 - 99",F,6
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,9
SC,SEPTICEMIA,VIA_PUBLICA,"90 - 99",F,1
SC,SRAG,HOSPITAL,"90 - 99",F,4
SC,SRAG,HOSPITAL,"90 - 99",M,4
SE,OUTRAS,AMBULANCIA,"90 - 99",M,1
SE,OUTRAS,DOMICILIO,"90 - 99",F,165
SE,OUTRAS,DOMICILIO,"90 - 99",M,92
SE,OUTRAS,HOSPITAL,"90 - 99",F,131
SE,OUTRAS,HOSPITAL,"90 - 99",M,68
SE,OUTRAS,IGNORADO,"90 - 99",F,2
SE,OUTRAS,IGNORADO,"90 - 99",M,2
SE,OUTRAS,OUTRO,"90 - 99",F,7
SE,OUTRAS,OUTRO,"90 - 99",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,114
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,86
SE,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
SE,OUTRAS,VIA_PUBLICA,"90 - 99",M,2
SE,COVID,DOMICILIO,"90 - 99",F,3
SE,COVID,DOMICILIO,"90 - 99",M,5
SE,COVID,HOSPITAL,"90 - 99",F,93
SE,COVID,HOSPITAL,"90 - 99",M,67
SE,COVID,IGNORADO,"90 - 99",F,2
SE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
SE,INDETERMINADA,DOMICILIO,"90 - 99",F,7
SE,INDETERMINADA,DOMICILIO,"90 - 99",M,7
SE,INDETERMINADA,HOSPITAL,"90 - 99",M,3
SE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,14
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,10
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,25
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,18
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,9
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,8
SE,PNEUMONIA,DOMICILIO,"90 - 99",F,17
SE,PNEUMONIA,DOMICILIO,"90 - 99",M,16
SE,PNEUMONIA,HOSPITAL,"90 - 99",F,118
SE,PNEUMONIA,HOSPITAL,"90 - 99",M,64
SE,PNEUMONIA,IGNORADO,"90 - 99",F,1
SE,PNEUMONIA,IGNORADO,"90 - 99",M,1
SE,PNEUMONIA,OUTRO,"90 - 99",M,2
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,10
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,8
SE,SEPTICEMIA,DOMICILIO,"90 - 99",F,7
SE,SEPTICEMIA,DOMICILIO,"90 - 99",M,8
SE,SEPTICEMIA,HOSPITAL,"90 - 99",F,80
SE,SEPTICEMIA,HOSPITAL,"90 - 99",M,44
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,7
SE,SRAG,HOSPITAL,"90 - 99",F,4
SE,SRAG,HOSPITAL,"90 - 99",M,2
SE,SRAG,OUTRO,"90 - 99",F,1
SE,SRAG,VIA_PUBLICA,"90 - 99",M,1
SP,OUTRAS,DOMICILIO,"90 - 99",F,4432
SP,OUTRAS,DOMICILIO,"90 - 99",I,6
SP,OUTRAS,DOMICILIO,"90 - 99",M,2312
SP,OUTRAS,HOSPITAL,"90 - 99",F,5575
SP,OUTRAS,HOSPITAL,"90 - 99",I,1
SP,OUTRAS,HOSPITAL,"90 - 99",M,2911
SP,OUTRAS,IGNORADO,"90 - 99",F,51
SP,OUTRAS,IGNORADO,"90 - 99",I,2
SP,OUTRAS,IGNORADO,"90 - 99",M,12
SP,OUTRAS,OUTRO,"90 - 99",F,481
SP,OUTRAS,OUTRO,"90 - 99",I,3
SP,OUTRAS,OUTRO,"90 - 99",M,189
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,698
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",I,1
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,279
SP,OUTRAS,POSTO_SAUDE,"90 - 99",F,8
SP,OUTRAS,POSTO_SAUDE,"90 - 99",M,3
SP,OUTRAS,VIA_PUBLICA,"90 - 99",F,17
SP,OUTRAS,VIA_PUBLICA,"90 - 99",M,10
SP,COVID,DOMICILIO,"90 - 99",F,90
SP,COVID,DOMICILIO,"90 - 99",M,40
SP,COVID,HOSPITAL,"90 - 99",F,2484
SP,COVID,HOSPITAL,"90 - 99",I,1
SP,COVID,HOSPITAL,"90 - 99",M,1772
SP,COVID,IGNORADO,"90 - 99",F,8
SP,COVID,IGNORADO,"90 - 99",M,4
SP,COVID,OUTRO,"90 - 99",F,34
SP,COVID,OUTRO,"90 - 99",M,7
SP,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,106
SP,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,56
SP,COVID,POSTO_SAUDE,"90 - 99",M,2
SP,INDETERMINADA,DOMICILIO,"90 - 99",F,64
SP,INDETERMINADA,DOMICILIO,"90 - 99",M,53
SP,INDETERMINADA,HOSPITAL,"90 - 99",F,30
SP,INDETERMINADA,HOSPITAL,"90 - 99",M,15
SP,INDETERMINADA,OUTRO,"90 - 99",F,2
SP,INDETERMINADA,OUTRO,"90 - 99",M,2
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
SP,INDETERMINADA,VIA_PUBLICA,"90 - 99",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,341
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,245
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,1359
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",I,1
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,761
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,9
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,4
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,34
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,27
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,147
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,61
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"90 - 99",F,1
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"90 - 99",M,4
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
SP,PNEUMONIA,DOMICILIO,"90 - 99",F,457
SP,PNEUMONIA,DOMICILIO,"90 - 99",M,278
SP,PNEUMONIA,HOSPITAL,"90 - 99",F,4888
SP,PNEUMONIA,HOSPITAL,"90 - 99",I,2
SP,PNEUMONIA,HOSPITAL,"90 - 99",M,3295
SP,PNEUMONIA,IGNORADO,"90 - 99",F,17
SP,PNEUMONIA,IGNORADO,"90 - 99",M,13
SP,PNEUMONIA,OUTRO,"90 - 99",F,130
SP,PNEUMONIA,OUTRO,"90 - 99",M,51
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,291
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,129
SP,PNEUMONIA,POSTO_SAUDE,"90 - 99",F,2
SP,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,3
SP,PNEUMONIA,VIA_PUBLICA,"90 - 99",M,1
SP,SEPTICEMIA,DOMICILIO,"90 - 99",F,222
SP,SEPTICEMIA,DOMICILIO,"90 - 99",I,1
SP,SEPTICEMIA,DOMICILIO,"90 - 99",M,91
SP,SEPTICEMIA,HOSPITAL,"90 - 99",F,3090
SP,SEPTICEMIA,HOSPITAL,"90 - 99",M,1309
SP,SEPTICEMIA,IGNORADO,"90 - 99",F,6
SP,SEPTICEMIA,IGNORADO,"90 - 99",M,8
SP,SEPTICEMIA,OUTRO,"90 - 99",F,52
SP,SEPTICEMIA,OUTRO,"90 - 99",M,17
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,172
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,68
SP,SEPTICEMIA,POSTO_SAUDE,"90 - 99",F,2
SP,SEPTICEMIA,VIA_PUBLICA,"90 - 99",F,1
SP,SEPTICEMIA,VIA_PUBLICA,"90 - 99",M,2
SP,SRAG,DOMICILIO,"90 - 99",F,5
SP,SRAG,DOMICILIO,"90 - 99",M,2
SP,SRAG,HOSPITAL,"90 - 99",F,129
SP,SRAG,HOSPITAL,"90 - 99",M,69
SP,SRAG,OUTRO,"90 - 99",F,2
SP,SRAG,OUTRO,"90 - 99",M,3
SP,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,13
SP,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
TO,OUTRAS,DOMICILIO,"90 - 99",F,82
TO,OUTRAS,DOMICILIO,"90 - 99",M,91
TO,OUTRAS,HOSPITAL,"90 - 99",F,43
TO,OUTRAS,HOSPITAL,"90 - 99",M,52
TO,OUTRAS,OUTRO,"90 - 99",F,2
TO,OUTRAS,OUTRO,"90 - 99",I,1
TO,OUTRAS,OUTRO,"90 - 99",M,2
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
TO,OUTRAS,POSTO_SAUDE,"90 - 99",F,1
TO,OUTRAS,POSTO_SAUDE,"90 - 99",M,1
TO,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
TO,COVID,DOMICILIO,"90 - 99",M,4
TO,COVID,HOSPITAL,"90 - 99",F,15
TO,COVID,HOSPITAL,"90 - 99",M,24
TO,COVID,OUTRO,"90 - 99",F,1
TO,COVID,OUTRO,"90 - 99",M,1
TO,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
TO,INDETERMINADA,DOMICILIO,"90 - 99",F,1
TO,INDETERMINADA,DOMICILIO,"90 - 99",M,2
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,8
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,9
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,12
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,10
TO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,1
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
TO,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"90 - 99",M,1
TO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
TO,PNEUMONIA,DOMICILIO,"90 - 99",F,10
TO,PNEUMONIA,DOMICILIO,"90 - 99",M,16
TO,PNEUMONIA,HOSPITAL,"90 - 99",F,46
TO,PNEUMONIA,HOSPITAL,"90 - 99",M,55
TO,PNEUMONIA,OUTRO,"90 - 99",M,1
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
TO,PNEUMONIA,POSTO_SAUDE,"90 - 99",F,1
TO,SEPTICEMIA,DOMICILIO,"90 - 99",M,4
TO,SEPTICEMIA,HOSPITAL,"90 - 99",F,15
TO,SEPTICEMIA,HOSPITAL,"90 - 99",M,17
TO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
TO,SRAG,DOMICILIO,"90 - 99",M,1
TO,SRAG,HOSPITAL,"90 - 99",F,2
TO,SRAG,HOSPITAL,"90 - 99",M,3
AC,OUTRAS,DOMICILIO,"> 100",F,12
AC,OUTRAS,DOMICILIO,"> 100",M,9
AC,OUTRAS,HOSPITAL,"> 100",F,1
AC,OUTRAS,HOSPITAL,"> 100",M,2
AC,OUTRAS,OUTRO,"> 100",M,2
AC,COVID,DOMICILIO,"> 100",M,1
AC,COVID,HOSPITAL,"> 100",M,4
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,1
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"> 100",F,1
AC,PNEUMONIA,DOMICILIO,"> 100",F,1
AC,PNEUMONIA,DOMICILIO,"> 100",M,1
AC,PNEUMONIA,HOSPITAL,"> 100",F,3
AC,PNEUMONIA,HOSPITAL,"> 100",M,2
AC,SEPTICEMIA,HOSPITAL,"> 100",F,1
AC,SRAG,HOSPITAL,"> 100",F,1
AL,OUTRAS,DOMICILIO,"> 100",F,74
AL,OUTRAS,DOMICILIO,"> 100",M,49
AL,OUTRAS,HOSPITAL,"> 100",F,19
AL,OUTRAS,HOSPITAL,"> 100",M,10
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",F,1
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"> 100",M,2
AL,COVID,HOSPITAL,"> 100",F,4
AL,COVID,HOSPITAL,"> 100",M,9
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",F,4
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",M,4
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",F,4
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"> 100",F,1
AL,PNEUMONIA,DOMICILIO,"> 100",F,12
AL,PNEUMONIA,DOMICILIO,"> 100",M,4
AL,PNEUMONIA,HOSPITAL,"> 100",F,21
AL,PNEUMONIA,HOSPITAL,"> 100",M,6
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"> 100",F,1
AL,SEPTICEMIA,DOMICILIO,"> 100",F,3
AL,SEPTICEMIA,DOMICILIO,"> 100",M,2
AL,SEPTICEMIA,HOSPITAL,"> 100",F,17
AL,SEPTICEMIA,HOSPITAL,"> 100",M,3
AL,SRAG,HOSPITAL,"> 100",F,1
AL,SRAG,OUTROS_SERVICOS_SAUDE,"> 100",F,1
AM,OUTRAS,DOMICILIO,"> 100",F,44
AM,OUTRAS,DOMICILIO,"> 100",M,30
AM,OUTRAS,HOSPITAL,"> 100",F,7
AM,OUTRAS,HOSPITAL,"> 100",M,5
AM,OUTRAS,OUTRO,"> 100",F,1
AM,OUTRAS,OUTRO,"> 100",M,2
AM,COVID,DOMICILIO,"> 100",F,2
AM,COVID,DOMICILIO,"> 100",M,2
AM,COVID,HOSPITAL,"> 100",F,5
AM,COVID,HOSPITAL,"> 100",M,2
AM,COVID,OUTROS_SERVICOS_SAUDE,"> 100",F,1
AM,INDETERMINADA,DOMICILIO,"> 100",F,4
AM,INDETERMINADA,DOMICILIO,"> 100",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",F,3
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"> 100",M,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",F,4
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"> 100",M,2
AM,PNEUMONIA,DOMICILIO,"> 100",F,3
AM,PNEUMONIA,DOMICILIO,"> 100",M,2
AM,PNEUMONIA,HOSPITAL,"> 100",F,14
AM,PNEUMONIA,HOSPITAL,"> 100",M,9
AM,PNEUMONIA,VIA_PUBLICA,"> 100",F,1
AM,SEPTICEMIA,DOMICILIO,"> 100",M,1
AM,SEPTICEMIA,HOSPITAL,"> 100",F,5
AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"> 100",F,1
AM,SRAG,DOMICILIO,"> 100",M,1
